text,textLen,wordCount,features,scaledFeatures,tokenizedWordsString
"United States and you are located in the United States, we do not",65,13,"[65.0,13.0]","[0.7597260605390318,0.8564860118892829]","[united, states, and, you, are, located, in, the, united, states,, we, do, not]"
"claim a right to prevent you from copying, distributing, performing,",68,10,"[68.0,10.0]","[0.8615553447046519,0.31057415604549354]","[claim, a, right, to, prevent, you, from, copying,, distributing,, performing,]"
displaying or creating derivative works based on the work as long as,68,12,"[68.0,12.0]","[0.8615553447046519,0.6745153932746865]","[displaying, or, creating, derivative, works, based, on, the, work, as, long, as]"
"all references to Project Gutenberg are removed. Of course, we hope",67,11,"[67.0,11.0]","[0.8276122499827785,0.49254477466009]","[all, references, to, project, gutenberg, are, removed., of, course,, we, hope]"
that you will support the Project Gutenberg-tm mission of promoting,67,10,"[67.0,10.0]","[0.8276122499827785,0.31057415604549354]","[that, you, will, support, the, project, gutenberg-tm, mission, of, promoting]"
free access to electronic works by freely sharing Project Gutenberg-tm,70,10,"[70.0,10.0]","[0.9294415341483986,0.31057415604549354]","[free, access, to, electronic, works, by, freely, sharing, project, gutenberg-tm]"
works in compliance with the terms of this agreement for keeping the,68,12,"[68.0,12.0]","[0.8615553447046519,0.6745153932746865]","[works, in, compliance, with, the, terms, of, this, agreement, for, keeping, the]"
Project Gutenberg-tm name associated with the work. You can easily,66,10,"[66.0,10.0]","[0.7936691552609052,0.31057415604549354]","[project, gutenberg-tm, name, associated, with, the, work., you, can, easily]"
comply with the terms of this agreement by keeping this work in the,67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[comply, with, the, terms, of, this, agreement, by, keeping, this, work, in, the]"
same format with its attached full Project Gutenberg-tm License when,68,10,"[68.0,10.0]","[0.8615553447046519,0.31057415604549354]","[same, format, with, its, attached, full, project, gutenberg-tm, license, when]"
you share it without charge with others.,40,7,"[40.0,7.0]","[-0.08885130750780221,-0.23533769979829575]","[you, share, it, without, charge, with, others.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
1.D. The copyright laws of the place where you are located also govern,70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[1.d., the, copyright, laws, of, the, place, where, you, are, located, also, govern]"
what you can do with this work. Copyright laws in most countries are,68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[what, you, can, do, with, this, work., copyright, laws, in, most, countries, are]"
"in a constant state of change. If you are outside the United States,",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[in, a, constant, state, of, change., if, you, are, outside, the, united, states,]"
check the laws of your country in addition to the terms of this,63,13,"[63.0,13.0]","[0.6918398710952851,0.8564860118892829]","[check, the, laws, of, your, country, in, addition, to, the, terms, of, this]"
"agreement before downloading, copying, displaying, performing,",62,6,"[62.0,6.0]","[0.6578967763734117,-0.4173083184128922]","[agreement, before, downloading,, copying,, displaying,, performing,]"
distributing or creating derivative works based on this work or any,67,11,"[67.0,11.0]","[0.8276122499827785,0.49254477466009]","[distributing, or, creating, derivative, works, based, on, this, work, or, any]"
other Project Gutenberg-tm work. The Foundation makes no,56,8,"[56.0,8.0]","[0.4542382080421716,-0.053367081183699316]","[other, project, gutenberg-tm, work., the, foundation, makes, no]"
representations concerning the copyright status of any work in any,66,10,"[66.0,10.0]","[0.7936691552609052,0.31057415604549354]","[representations, concerning, the, copyright, status, of, any, work, in, any]"
country other than the United States.,37,6,"[37.0,6.0]","[-0.19068059167342227,-0.4173083184128922]","[country, other, than, the, united, states.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
1.E. Unless you have removed all references to Project Gutenberg:,65,10,"[65.0,10.0]","[0.7597260605390318,0.31057415604549354]","[1.e., unless, you, have, removed, all, references, to, project, gutenberg:]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"1.E.1. The following sentence, with active links to, or other",61,10,"[61.0,10.0]","[0.6239536816515383,0.31057415604549354]","[1.e.1., the, following, sentence,, with, active, links, to,, or, other]"
"immediate access to, the full Project Gutenberg-tm License must appear",70,10,"[70.0,10.0]","[0.9294415341483986,0.31057415604549354]","[immediate, access, to,, the, full, project, gutenberg-tm, license, must, appear]"
prominently whenever any copy of a Project Gutenberg-tm work (any work,70,11,"[70.0,11.0]","[0.9294415341483986,0.49254477466009]","[prominently, whenever, any, copy, of, a, project, gutenberg-tm, work, (any, work]"
"on which the phrase \"Project Gutenberg\" appears, or with which the",66,11,"[66.0,11.0]","[0.7936691552609052,0.49254477466009]","[on, which, the, phrase, \"project, gutenberg\", appears,, or, with, which, the]"
"phrase \"Project Gutenberg\" is associated) is accessed, displayed,",65,8,"[65.0,8.0]","[0.7597260605390318,-0.053367081183699316]","[phrase, \"project, gutenberg\", is, associated), is, accessed,, displayed,]"
"performed, viewed, copied or distributed:",41,5,"[41.0,5.0]","[-0.05490821278592884,-0.5992789370274886]","[performed,, viewed,, copied, or, distributed:]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
This eBook is for the use of anyone anywhere in the United States and,71,16,"[71.0,16.0]","[0.963384628870272,1.4023978677330722]","[, , this, ebook, is, for, the, use, of, anyone, anywhere, in, the, united, states, and]"
most other parts of the world at no cost and with almost no,61,15,"[61.0,15.0]","[0.6239536816515383,1.2204272491184758]","[, , most, other, parts, of, the, world, at, no, cost, and, with, almost, no]"
"restrictions whatsoever. You may copy it, give it away or re-use it",69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[, , restrictions, whatsoever., you, may, copy, it,, give, it, away, or, re-use, it]"
under the terms of the Project Gutenberg License included with this,69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[, , under, the, terms, of, the, project, gutenberg, license, included, with, this]"
eBook or online at www.gutenberg.org. If you are not located in the,69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[, , ebook, or, online, at, www.gutenberg.org., if, you, are, not, located, in, the]"
"United States, you will have to check the laws of the country where",69,15,"[69.0,15.0]","[0.8954984394265252,1.2204272491184758]","[, , united, states,, you, will, have, to, check, the, laws, of, the, country, where]"
you are located before using this eBook.,42,9,"[42.0,9.0]","[-0.02096511806405548,0.1286035374308971]","[, , you, are, located, before, using, this, ebook.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
1.E.2. If an individual Project Gutenberg-tm electronic work is,63,9,"[63.0,9.0]","[0.6918398710952851,0.1286035374308971]","[1.e.2., if, an, individual, project, gutenberg-tm, electronic, work, is]"
derived from texts not protected by U.S. copyright law (does not,64,11,"[64.0,11.0]","[0.7257829658171584,0.49254477466009]","[derived, from, texts, not, protected, by, u.s., copyright, law, (does, not]"
contain a notice indicating that it is posted with permission of the,68,12,"[68.0,12.0]","[0.8615553447046519,0.6745153932746865]","[contain, a, notice, indicating, that, it, is, posted, with, permission, of, the]"
"copyright holder), the work can be copied and distributed to anyone in",70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[copyright, holder),, the, work, can, be, copied, and, distributed, to, anyone, in]"
the United States without paying any fees or charges. If you are,64,12,"[64.0,12.0]","[0.7257829658171584,0.6745153932746865]","[the, united, states, without, paying, any, fees, or, charges., if, you, are]"
"redistributing or providing access to a work with the phrase \"Project",69,11,"[69.0,11.0]","[0.8954984394265252,0.49254477466009]","[redistributing, or, providing, access, to, a, work, with, the, phrase, \"project]"
"Gutenberg\" associated with or appearing on the work, you must comply",68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[gutenberg\", associated, with, or, appearing, on, the, work,, you, must, comply]"
either with the requirements of paragraphs 1.E.1 through 1.E.7 or,65,10,"[65.0,10.0]","[0.7597260605390318,0.31057415604549354]","[either, with, the, requirements, of, paragraphs, 1.e.1, through, 1.e.7, or]"
obtain permission for the use of the work and the Project Gutenberg-tm,70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[obtain, permission, for, the, use, of, the, work, and, the, project, gutenberg-tm]"
trademark as set forth in paragraphs 1.E.8 or 1.E.9.,52,9,"[52.0,9.0]","[0.31846582915467814,0.1286035374308971]","[trademark, as, set, forth, in, paragraphs, 1.e.8, or, 1.e.9.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
1.E.3. If an individual Project Gutenberg-tm electronic work is posted,70,10,"[70.0,10.0]","[0.9294415341483986,0.31057415604549354]","[1.e.3., if, an, individual, project, gutenberg-tm, electronic, work, is, posted]"
"with the permission of the copyright holder, your use and distribution",70,11,"[70.0,11.0]","[0.9294415341483986,0.49254477466009]","[with, the, permission, of, the, copyright, holder,, your, use, and, distribution]"
must comply with both paragraphs 1.E.1 through 1.E.7 and any,60,10,"[60.0,10.0]","[0.590010586929665,0.31057415604549354]","[must, comply, with, both, paragraphs, 1.e.1, through, 1.e.7, and, any]"
additional terms imposed by the copyright holder. Additional terms,66,9,"[66.0,9.0]","[0.7936691552609052,0.1286035374308971]","[additional, terms, imposed, by, the, copyright, holder., additional, terms]"
will be linked to the Project Gutenberg-tm License for all works,64,11,"[64.0,11.0]","[0.7257829658171584,0.49254477466009]","[will, be, linked, to, the, project, gutenberg-tm, license, for, all, works]"
posted with the permission of the copyright holder found at the,63,11,"[63.0,11.0]","[0.6918398710952851,0.49254477466009]","[posted, with, the, permission, of, the, copyright, holder, found, at, the]"
beginning of this work.,23,4,"[23.0,4.0]","[-0.6658839177796493,-0.781249555642085]","[beginning, of, this, work.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
1.E.4. Do not unlink or detach or remove the full Project Gutenberg-tm,70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[1.e.4., do, not, unlink, or, detach, or, remove, the, full, project, gutenberg-tm]"
"License terms from this work, or any files containing a part of this",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[license, terms, from, this, work,, or, any, files, containing, a, part, of, this]"
work or any other work associated with Project Gutenberg-tm.,60,9,"[60.0,9.0]","[0.590010586929665,0.1286035374308971]","[work, or, any, other, work, associated, with, project, gutenberg-tm.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"1.E.5. Do not copy, display, perform, distribute or redistribute this",69,10,"[69.0,10.0]","[0.8954984394265252,0.31057415604549354]","[1.e.5., do, not, copy,, display,, perform,, distribute, or, redistribute, this]"
"electronic work, or any part of this electronic work, without",61,10,"[61.0,10.0]","[0.6239536816515383,0.31057415604549354]","[electronic, work,, or, any, part, of, this, electronic, work,, without]"
prominently displaying the sentence set forth in paragraph 1.E.1 with,69,10,"[69.0,10.0]","[0.8954984394265252,0.31057415604549354]","[prominently, displaying, the, sentence, set, forth, in, paragraph, 1.e.1, with]"
active links or immediate access to the full terms of the Project,65,12,"[65.0,12.0]","[0.7597260605390318,0.6745153932746865]","[active, links, or, immediate, access, to, the, full, terms, of, the, project]"
Gutenberg-tm License.,21,2,"[21.0,2.0]","[-0.7337701072233961,-1.145190792871278]","[gutenberg-tm, license.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"1.E.6. You may convert to and distribute this work in any binary,",65,12,"[65.0,12.0]","[0.7597260605390318,0.6745153932746865]","[1.e.6., you, may, convert, to, and, distribute, this, work, in, any, binary,]"
"compressed, marked up, nonproprietary or proprietary form, including",68,8,"[68.0,8.0]","[0.8615553447046519,-0.053367081183699316]","[compressed,, marked, up,, nonproprietary, or, proprietary, form,, including]"
"any word processing or hypertext form. However, if you provide access",69,11,"[69.0,11.0]","[0.8954984394265252,0.49254477466009]","[any, word, processing, or, hypertext, form., however,, if, you, provide, access]"
to or distribute copies of a Project Gutenberg-tm work in a format,66,12,"[66.0,12.0]","[0.7936691552609052,0.6745153932746865]","[to, or, distribute, copies, of, a, project, gutenberg-tm, work, in, a, format]"
"other than \"Plain Vanilla ASCII\" or other format used in the official",69,12,"[69.0,12.0]","[0.8954984394265252,0.6745153932746865]","[other, than, \"plain, vanilla, ascii\", or, other, format, used, in, the, official]"
version posted on the official Project Gutenberg-tm website,59,8,"[59.0,8.0]","[0.5560674922077916,-0.053367081183699316]","[version, posted, on, the, official, project, gutenberg-tm, website]"
"(www.gutenberg.org), you must, at no additional cost, fee or expense",68,10,"[68.0,10.0]","[0.8615553447046519,0.31057415604549354]","[(www.gutenberg.org),, you, must,, at, no, additional, cost,, fee, or, expense]"
"to the user, provide a copy, a means of exporting a copy, or a means",68,15,"[68.0,15.0]","[0.8615553447046519,1.2204272491184758]","[to, the, user,, provide, a, copy,, a, means, of, exporting, a, copy,, or, a, means]"
"of obtaining a copy upon request, of the work in its original \"Plain",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[of, obtaining, a, copy, upon, request,, of, the, work, in, its, original, \"plain]"
"Vanilla ASCII\" or other form. Any alternate format must include the",67,11,"[67.0,11.0]","[0.8276122499827785,0.49254477466009]","[vanilla, ascii\", or, other, form., any, alternate, format, must, include, the]"
full Project Gutenberg-tm License as specified in paragraph 1.E.1.,66,9,"[66.0,9.0]","[0.7936691552609052,0.1286035374308971]","[full, project, gutenberg-tm, license, as, specified, in, paragraph, 1.e.1.]"
